index,cost,sim_edges_bestLO,sim_nodes_bestLO,sim_edges_ILS,sim_nodes_ILS,avg_sim_edges_all,avg_sim_nodes_all
889,72509.0,51,91,59,91,47.62262262262262,88.13613613613613
890,73168.0,48,88,48,89,45.23523523523524,87.22022022022023
891,72624.0,59,91,62,92,47.034034034034036,87.85485485485485
892,74063.0,50,88,52,88,44.908908908908906,87.67067067067067
893,74623.0,53,88,60,91,44.367367367367365,87.77677677677677
894,74076.0,52,88,46,87,47.04104104104104,87.36436436436436
895,73921.0,47,88,49,89,45.53953953953954,88.35635635635636
896,72604.0,52,90,51,90,46.413413413413416,88.02702702702703
897,76707.0,46,89,50,87,42.646646646646644,84.98298298298299
898,73907.0,54,91,56,92,47.75975975975976,89.89889889889889
899,74670.0,45,87,49,86,45.78078078078078,87.28128128128128
900,72812.0,52,92,56,91,47.250250250250254,87.63563563563564
901,76326.0,45,89,49,88,43.46146146146146,87.28728728728728
902,72894.0,52,91,56,92,46.406406406406404,89.03203203203203
903,72755.0,57,91,59,91,48.1001001001001,88.007007007007
904,73244.0,52,91,43,90,44.351351351351354,88.46246246246247
905,74142.0,44,89,54,90,45.347347347347345,87.42742742742743
906,73120.0,50,89,50,90,46.61961961961962,87.69969969969969
907,75120.0,43,89,42,88,42.71471471471472,88.81581581581581
908,75335.0,41,89,47,91,39.55755755755756,88.07707707707708
909,75461.0,49,86,52,88,43.88488488488488,86.01801801801801
910,73591.0,50,91,54,91,45.226226226226224,89.24524524524524
911,73224.0,52,90,61,88,46.93593593593594,87.35135135135135
912,73130.0,57,91,54,91,46.74074074074074,87.95495495495496
913,72480.0,48,92,54,92,47.5005005005005,89.45645645645645
914,75478.0,41,86,48,86,43.750750750750754,86.95295295295296
915,72459.0,55,91,56,91,49.312312312312315,88.70370370370371
916,74312.0,49,89,57,90,46.286286286286284,87.47647647647648
917,74915.0,50,91,53,91,44.47747747747748,89.15815815815816
918,74155.0,47,88,52,91,43.829829829829826,87.71571571571572
919,71446.0,52,91,56,93,47.95795795795796,88.93593593593593
920,75760.0,40,86,46,87,43.767767767767765,86.75375375375376
921,73293.0,49,90,55,89,45.953953953953956,87.97297297297297
922,73890.0,48,91,52,91,43.945945945945944,87.26426426426427
923,73211.0,58,91,63,94,46.88288288288288,88.46246246246247
924,75974.0,43,84,53,89,42.4024024024024,86.38438438438439
925,74144.0,49,90,54,89,43.507507507507505,86.5985985985986
926,74123.0,52,91,50,92,45.8968968968969,88.47047047047047
927,74577.0,53,88,49,88,41.685685685685684,84.44044044044044
928,74361.0,61,88,50,87,47.688688688688686,87.43343343343344
929,74170.0,46,89,46,91,39.767767767767765,86.43943943943944
930,73958.0,42,87,50,87,44.04304304304304,86.09009009009009
931,76150.0,45,86,46,84,42.005005005005,84.43043043043043
932,72902.0,47,89,53,92,46.792792792792795,88.6026026026026
933,73928.0,49,90,49,90,44.545545545545544,88.31931931931932
934,73865.0,50,90,53,90,44.73973973973974,88.007007007007
935,73158.0,55,90,54,91,46.410410410410414,88.75075075075075
936,73734.0,43,87,47,88,44.27627627627628,87.53453453453453
937,74393.0,49,88,47,87,44.45945945945946,87.62062062062063
938,73663.0,46,91,49,92,42.207207207207205,88.78178178178179
939,72495.0,56,93,52,94,47.147147147147145,90.55655655655656
940,73324.0,46,89,49,89,46.88188188188188,88.5925925925926
941,74072.0,50,88,58,88,47.65765765765766,88.04504504504504
942,73368.0,50,89,55,88,46.92192192192192,86.75075075075075
943,73229.0,51,91,58,93,47.628628628628626,88.84084084084084
944,73918.0,47,91,52,92,44.865865865865864,88.66666666666667
945,75003.0,43,85,46,84,41.467467467467465,84.001001001001
946,74109.0,44,90,54,90,45.4054054054054,88.43143143143143
947,72221.0,52,94,55,93,46.2002002002002,87.998998998999
948,76299.0,43,86,44,87,41.76276276276276,85.37037037037037
949,73010.0,51,91,61,89,44.87487487487488,86.21921921921921
950,72601.0,49,92,52,89,47.18518518518518,88.51551551551552
951,72422.0,54,92,65,94,49.573573573573576,89.89589589589589
952,73154.0,51,92,50,91,44.997997997998,88.44144144144144
953,73656.0,51,90,50,89,46.21621621621622,87.93393393393393
954,75217.0,43,87,50,87,42.853853853853856,87.6056056056056
955,73691.0,49,89,50,89,47.77677677677678,88.82582582582583
956,75040.0,46,88,59,88,46.22022022022022,86.63763763763764
957,73873.0,52,88,52,89,47.066066066066064,88.30230230230231
958,73778.0,52,91,43,88,43.27627627627628,87.48948948948949
959,73746.0,43,90,59,92,45.74074074074074,88.42242242242243
960,74735.0,48,88,56,88,46.214214214214216,86.92892892892893
961,73864.0,49,88,55,88,44.14114114114114,87.8078078078078
962,73502.0,52,92,51,90,44.56056056056056,88.32532532532532
963,73685.0,47,88,54,89,47.786786786786784,88.52852852852853
964,74209.0,50,90,46,88,44.85685685685686,87.69669669669669
965,72005.0,51,91,63,93,49.28228228228228,88.49249249249249
966,75477.0,47,89,47,88,42.393393393393396,86.61961961961961
967,74416.0,48,91,48,88,44.353353353353356,87.90290290290291
968,73532.0,50,92,49,89,42.76076076076076,87.3963963963964
969,73595.0,53,91,49,90,43.849849849849846,88.41241241241241
970,73787.0,48,90,53,91,44.471471471471475,87.02802802802803
971,74425.0,48,89,47,90,44.330330330330334,88.06306306306307
972,72816.0,54,91,58,93,46.391391391391394,88.66866866866867
973,73914.0,42,90,49,88,45.972972972972975,89.06906906906907
974,75547.0,47,88,48,85,46.32032032032032,86.91791791791792
975,72303.0,45,90,52,90,48.331331331331334,89.18718718718719
976,74192.0,50,87,51,88,45.733733733733736,88.29429429429429
977,76082.0,47,89,48,88,42.332332332332335,86.94094094094095
978,73625.0,47,92,50,92,43.550550550550554,88.6086086086086
979,73489.0,55,89,46,87,47.06406406406406,87.90190190190191
980,74524.0,41,88,50,88,42.669669669669666,86.70370370370371
981,73369.0,51,87,59,89,46.448448448448445,87.5915915915916
982,74252.0,41,90,47,92,42.050050050050054,87.5895895895896
983,74539.0,47,86,54,87,45.14214214214214,86.89289289289289
984,73590.0,45,89,55,90,47.4944944944945,88.75775775775776
985,73137.0,52,90,56,92,46.850850850850854,87.92792792792793
986,73103.0,51,90,53,91,47.06206206206206,89.05805805805805
987,76051.0,41,85,46,88,41.350350350350354,86.4084084084084
988,73909.0,49,92,56,90,44.74274274274274,86.69569569569569
989,73535.0,55,89,51,90,46.68268268268268,88.65665665665665
990,73671.0,54,91,49,90,46.08308308308308,88.58058058058059
991,74057.0,47,88,50,86,43.75775775775776,86.87687687687688
992,73492.0,56,91,52,89,46.911911911911915,87.83483483483484
993,74333.0,49,86,52,84,47.387387387387385,85.94194194194195
994,73011.0,49,93,58,93,45.94494494494494,89.3913913913914
995,72642.0,47,90,57,91,45.15815815815816,88.08608608608608
996,74535.0,40,83,49,85,43.67967967967968,86.02402402402403
997,74358.0,47,88,51,88,45.43843843843844,87.35135135135135
998,73893.0,48,90,58,90,45.91691691691692,89.09609609609609
999,74667.0,50,88,57,89,44.61861861861862,86.70370370370371
